765.00,611.91,34.00,9000
354.0,611.91,34.0,9151.0
351.0,611.91,34.0,9298.0
333.0,586.58,37.0,9443.0
318.0,557.23,41.0,9583.0
303.0,526.08,46.0,9719.0
288.0,494.79,52.0,9852.0
261.0,468.5,58.0,9981.0
252.0,439.19,66.0,10107.0
234.0,414.77,74.0,10231.0
216.0,391.64,83.0,10352.0
195.0,366.07,95.0,10470.0
183.0,341.75,109.0,10589.0
165.0,317.86,126.0,10704.0
147.0,294.29,147.0,10818.0
132.0,272.06,172.0,10931.0
120.0,250.43,203.0,11042.0
108.0,228.42,244.0,11153.0
96.0,207.04,297.0,11264.0
90.0,187.53,362.0,11374.0
90.0,183.76,377.0,11485.0
90.0,185.24,371.0,11595.0
93.0,185.74,369.0,11705.0
93.0,185.74,369.0,11815.0
90.0,185.74,369.0,11926.0
96.0,185.74,369.0,12037.0
90.0,186.0,368.0,12147.0
90.0,186.0,368.0,12258.0
87.0,186.0,368.0,12367.0
90.0,185.74,369.0,12478.0
90.0,185.24,371.0,12589.0
90.0,185.24,371.0,12699.0
90.0,185.24,371.0,12810.0
87.0,185.24,371.0,12919.0
93.0,184.99,372.0,13030.0
90.0,184.74,373.0,13140.0
93.0,184.25,375.0,13251.0
93.0,185.24,371.0,13362.0
90.0,185.49,370.0,13471.0
90.0,185.49,370.0,13582.0
90.0,185.49,370.0,13692.0
93.0,185.49,370.0,13803.0
90.0,185.74,369.0,13914.0
90.0,185.49,370.0,14024.0
87.0,185.74,369.0,14134.0
93.0,185.49,370.0,14244.0
90.0,185.74,369.0,14355.0
90.0,185.74,369.0,14466.0
90.0,185.74,369.0,14576.0
90.0,185.74,369.0,14687.0
90.0,185.49,370.0,14796.0
93.0,185.49,370.0,14907.0
93.0,185.49,370.0,15017.0
90.0,185.49,370.0,15128.0
90.0,185.49,370.0,15239.0
90.0,185.49,370.0,15349.0
90.0,185.49,370.0,15459.0
90.0,185.74,369.0,15569.0
90.0,185.74,369.0,15680.0
90.0,185.74,369.0,15791.0
