765.00,464.52,59.00,3262
765.0,464.52,59.0,3414.0
765.0,460.63,60.0,3564.0
327.0,442.56,65.0,3716.0
315.0,420.49,72.0,3859.0
309.0,396.45,81.0,4001.0
285.0,378.21,89.0,4139.0
249.0,353.29,102.0,4274.0
237.0,335.65,113.0,4404.0
225.0,317.86,126.0,4531.0
210.0,299.42,142.0,4654.0
198.0,279.47,163.0,4773.0
186.0,261.62,186.0,4892.0
159.0,245.63,211.0,5009.0
144.0,230.31,240.0,5124.0
135.0,214.77,276.0,5237.0
126.0,197.31,327.0,5350.0
108.0,179.98,393.0,5462.0
99.0,162.02,485.0,5573.0
96.0,147.52,585.0,5684.0
93.0,144.94,606.0,5794.0
96.0,145.54,601.0,5905.0
93.0,145.66,600.0,6017.0
93.0,145.06,605.0,6127.0
87.0,145.18,604.0,6238.0
93.0,145.54,601.0,6348.0
96.0,145.18,604.0,6460.0
90.0,145.42,602.0,6571.0
96.0,145.42,602.0,6681.0
90.0,145.3,603.0,6793.0
90.0,145.3,603.0,6903.0
90.0,145.18,604.0,7015.0
96.0,145.42,602.0,7126.0
96.0,145.54,601.0,7236.0
90.0,145.91,598.0,7348.0
93.0,145.91,598.0,7458.0
93.0,145.91,598.0,7569.0
96.0,145.79,599.0,7681.0
93.0,145.91,598.0,7791.0
87.0,145.91,598.0,7902.0
96.0,145.66,600.0,8013.0
96.0,145.66,600.0,8124.0
90.0,145.66,600.0,8235.0
93.0,145.79,599.0,8346.0
93.0,145.79,599.0,8457.0
90.0,145.66,600.0,8567.0
87.0,145.91,598.0,8679.0
96.0,145.91,598.0,8790.0
93.0,145.79,599.0,8900.0
96.0,145.91,598.0,9012.0
93.0,145.91,598.0,9122.0
93.0,145.91,598.0,9233.0
93.0,145.91,598.0,9345.0
93.0,145.91,598.0,9455.0
93.0,145.66,600.0,9566.0
93.0,145.66,600.0,9677.0
90.0,145.79,599.0,9790.0
93.0,145.91,598.0,9901.0
93.0,145.91,598.0,10011.0
93.0,145.91,598.0,10123.0
