765.00,212.85,281.00,4128
765.0,212.85,281.0,4280.0
765.0,212.47,282.0,4430.0
342.0,206.0,300.0,4579.0
333.0,198.84,322.0,4724.0
321.0,190.99,349.0,4865.0
300.0,183.04,380.0,5000.0
285.0,173.28,424.0,5133.0
261.0,163.71,475.0,5261.0
243.0,154.69,532.0,5385.0
225.0,146.4,594.0,5508.0
201.0,137.03,678.0,5627.0
180.0,127.59,782.0,5745.0
159.0,118.02,914.0,5861.0
147.0,109.33,1065.0,5975.0
132.0,100.84,1252.0,6087.0
117.0,91.52,1520.0,6199.0
105.0,82.07,1890.0,6310.0
87.0,73.9,2331.0,6421.0
81.0,66.84,2850.0,6532.0
84.0,65.2,2995.0,6643.0
87.0,65.91,2931.0,6754.0
84.0,65.96,2926.0,6864.0
84.0,65.91,2931.0,6974.0
84.0,65.91,2931.0,7085.0
84.0,65.94,2928.0,7195.0
84.0,65.93,2929.0,7306.0
84.0,65.92,2930.0,7416.0
84.0,65.93,2929.0,7526.0
84.0,65.94,2928.0,7636.0
84.0,65.92,2930.0,7747.0
84.0,65.91,2931.0,7858.0
84.0,65.91,2931.0,7968.0
84.0,65.94,2928.0,8078.0
84.0,65.8,2940.0,8188.0
84.0,65.82,2939.0,8299.0
84.0,65.87,2934.0,8410.0
81.0,65.83,2938.0,8519.0
84.0,65.83,2938.0,8630.0
84.0,65.86,2935.0,8740.0
87.0,65.87,2934.0,8851.0
81.0,65.88,2933.0,8961.0
84.0,65.85,2936.0,9071.0
84.0,65.86,2935.0,9182.0
84.0,65.96,2926.0,9292.0
84.0,65.94,2928.0,9403.0
84.0,65.93,2929.0,9512.0
81.0,65.98,2924.0,9623.0
84.0,65.94,2928.0,9734.0
84.0,65.93,2929.0,9844.0
84.0,65.94,2928.0,9955.0
84.0,65.91,2931.0,10064.0
87.0,65.92,2930.0,10175.0
84.0,65.93,2929.0,10286.0
84.0,65.95,2927.0,10396.0
81.0,65.93,2929.0,10507.0
84.0,65.92,2930.0,10617.0
84.0,65.86,2935.0,10727.0
84.0,65.86,2935.0,10838.0
81.0,65.87,2934.0,10948.0
